DetalleID;VentaID;ProductoID;Cantidad;PrecioUnitario;DescuentoPct;VentaNeta;CostoTotal;Margen
DET004762-1;VTA004762;PROD0104;1;$ 709.405,55;0,0%;$ 709.405,55;$ 473.027,00;$ 236.378,55
DET004763-1;VTA004763;PROD0028;1;$ 160.602,28;10,0%;$ 144.542,05;$ 108.655,00;$ 35.887,05
DET004763-2;VTA004763;PROD0064;2;$ 544.260,35;10,0%;$ 979.668,63;$ 712.990,00;$ 266.678,63
DET004764-1;VTA004764;PROD0009;1;$ 307.725,07;15,0%;$ 261.566,31;$ 223.002,00;$ 38.564,31
DET004765-1;VTA004765;PROD0037;1;$ 544.367,01;0,0%;$ 0,00;$ 399.021,00;$ 0,00
DET004766-1;VTA004766;PROD0081;3;$ 735.606,39;5,0%;$ 2.096.478,21;$ 1.437.036,00;$ 659.442,21
DET004767-1;VTA004767;PROD0081;1;$ 761.810,64;0,0%;$ 761.810,64;$ 479.012,00;$ 282.798,64
DET004768-1;VTA004768;PROD0031;1;$ 280.608,69;0,0%;$ 280.608,69;$ 193.494,00;$ 87.114,69
DET004769-1;VTA004769;PROD0117;1;$ 17.582,93;10,0%;$ 15.824,64;$ 13.971,00;$ 1.853,64
DET004770-1;VTA004770;PROD0039;1;$ 537.628,49;10,0%;$ 483.865,64;$ 359.480,00;$ 124.385,64
DET004771-1;VTA004771;PROD0028;3;$ 163.706,18;0,0%;$ 491.118,54;$ 325.965,00;$ 165.153,54
DET004771-2;VTA004771;PROD0101;1;$ 79.891,55;0,0%;$ 79.891,55;$ 62.974,00;$ 16.917,55
DET004772-1;VTA004772;PROD0177;2;$ 667.117,63;0,0%;$ 1.334.235,26;$ 889.332,00;$ 444.903,26
DET004773-1;VTA004773;PROD0082;1;$ 88.465,71;0,0%;$ 88.465,71;$ 57.158,00;$ 31.307,71
DET004773-2;VTA004773;PROD0108;2;$ 832.685,99;0,0%;$ 1.665.371,98;$ 1.128.012,00;$ 537.359,98
DET004773-3;VTA004773;PROD0133;1;$ 788.079,83;20,0%;$ 630.463,86;$ 579.507,00;$ 50.956,86
DET004774-1;VTA004774;PROD0008;1;$ 217.165,39;0,0%;$ 217.165,39;$ 150.976,00;$ 66.189,39
DET004775-1;VTA004775;PROD0059;1;$ 71.973,29;10,0%;$ 64.775,96;$ 57.499,00;$ 7.276,96
DET004776-1;VTA004776;PROD0046;1;$ 979.074,09;0,0%;$ 979.074,09;$ 689.522,00;$ 289.552,09
DET004777-1;VTA004777;PROD0104;2;$ 729.487,91;0,0%;$ 1.458.975,82;$ 946.054,00;$ 512.921,82
DET004777-2;VTA004777;PROD0042;1;$ 151.896,76;10,0%;$ 136.707,08;$ 99.733,00;$ 36.974,08
DET004778-1;VTA004778;PROD0004;2;$ 890.728,36;0,0%;$ 1.781.456,72;$ 1.193.268,00;$ 588.188,72
DET004779-1;VTA004779;PROD0105;1;$ 429.552,03;5,0%;$ 408.074,43;$ 296.734,00;$ 111.340,43
DET004780-1;VTA004780;PROD0027;1;$ 283.344,59;0,0%;$ 283.344,59;$ 222.804,00;$ 60.540,59
DET004781-1;VTA004781;PROD0066;1;$ 466.789,67;10,0%;$ 420.110,70;$ 369.460,00;$ 50.650,70
DET004782-1;VTA004782;PROD0068;1;$ 715.934,03;0,0%;$ 715.934,03;$ 459.034,00;$ 256.900,03
DET004782-2;VTA004782;PROD0025;1;$ 919.584,04;5,0%;$ 873.604,84;$ 708.479,00;$ 165.125,84
DET004783-1;VTA004783;PROD0090;3;$ 663.702,41;0,0%;$ 1.991.107,23;$ 1.455.561,00;$ 535.546,23
DET004783-2;VTA004783;PROD0176;1;$ 153.737,86;0,0%;$ 153.737,86;$ 110.906,00;$ 42.831,86
DET004784-1;VTA004784;PROD0134;2;$ 505.060,28;5,0%;$ 959.614,53;$ 698.270,00;$ 261.344,53
DET004785-1;VTA004785;PROD0086;1;$ 581.041,88;15,0%;$ 493.885,60;$ 387.998,00;$ 105.887,60
DET004785-2;VTA004785;PROD0012;3;$ 16.901,51;10,0%;$ 45.634,08;$ 33.924,00;$ 11.710,08
DET004786-1;VTA004786;PROD0157;1;$ 408.630,70;10,0%;$ 367.767,63;$ 258.927,00;$ 108.840,63
DET004786-2;VTA004786;PROD0089;1;$ 806.042,31;0,0%;$ 806.042,31;$ 544.449,00;$ 261.593,31
DET004786-3;VTA004786;PROD0070;1;$ 343.811,80;0,0%;$ 343.811,80;$ 235.608,00;$ 108.203,80
DET004787-1;VTA004787;PROD0134;1;$ 499.757,81;15,0%;$ 424.794,14;$ 349.135,00;$ 75.659,14
DET004788-1;VTA004788;PROD0064;1;$ 540.944,86;15,0%;$ 459.803,13;$ 356.495,00;$ 103.308,13
DET004788-2;VTA004788;PROD0154;4;$ 684.346,32;5,0%;$ 2.600.516,02;$ 1.988.264,00;$ 612.252,02
DET004789-1;VTA004789;PROD0001;1;$ 901.328,00;0,0%;$ 901.328,00;$ 694.325,00;$ 207.003,00
DET004789-2;VTA004789;PROD0049;2;$ 764.203,82;0,0%;$ 1.528.407,64;$ 1.105.876,00;$ 422.531,64
DET004789-3;VTA004789;PROD0071;1;$ 116.608,32;0,0%;$ 116.608,32;$ 80.139,00;$ 36.469,32
DET004790-1;VTA004790;PROD0136;1;$ 363.919,45;0,0%;$ 363.919,45;$ 246.220,00;$ 117.699,45
DET004790-2;VTA004790;PROD0149;1;$ 127.995,39;10,0%;$ 115.195,85;$ 97.622,00;$ 17.573,85
DET004790-3;VTA004790;PROD0152;1;$ 1.031.277,26;15,0%;$ 876.585,67;$ 677.588,00;$ 198.997,67
DET004791-1;VTA004791;PROD0020;1;$ 547.830,45;10,0%;$ 493.047,40;$ 405.246,00;$ 87.801,40
DET004791-2;VTA004791;PROD0165;1;$ 1.399.874,52;0,0%;$ 1.399.874,52;$ 885.394,00;$ 514.480,52
DET004792-1;VTA004792;PROD0014;1;$ 771.362,24;10,0%;$ 694.226,02;$ 494.014,00;$ 200.212,02
DET004793-1;VTA004793;PROD0012;1;$ 16.434,82;0,0%;$ 16.434,82;$ 11.308,00;$ 5.126,82
DET004794-1;VTA004794;PROD0068;1;$ 689.116,21;0,0%;$ 689.116,21;$ 459.034,00;$ 230.082,21
DET004795-1;VTA004795;PROD0046;1;$ 946.718,04;0,0%;$ 946.718,04;$ 689.522,00;$ 257.196,04
DET004796-1;VTA004796;PROD0050;2;$ 288.031,07;0,0%;$ 576.062,14;$ 372.066,00;$ 203.996,14
DET004797-1;VTA004797;PROD0154;1;$ 701.041,83;0,0%;$ 701.041,83;$ 497.066,00;$ 203.975,83
DET004798-1;VTA004798;PROD0101;1;$ 79.342,10;15,0%;$ 67.440,79;$ 62.974,00;$ 4.466,79
DET004799-1;VTA004799;PROD0026;1;$ 877.692,33;5,0%;$ 833.807,71;$ 610.791,00;$ 223.016,71
DET004800-1;VTA004800;PROD0042;2;$ 162.092,91;0,0%;$ 324.185,82;$ 199.466,00;$ 124.719,82
DET004801-1;VTA004801;PROD0058;1;$ 345.831,47;15,0%;$ 293.956,75;$ 240.456,00;$ 53.500,75
DET004802-1;VTA004802;PROD0159;1;$ 757.357,34;0,0%;$ 757.357,34;$ 535.252,00;$ 222.105,34
DET004803-1;VTA004803;PROD0100;1;$ 313.591,63;0,0%;$ 313.591,63;$ 250.220,00;$ 63.371,63
DET004803-2;VTA004803;PROD0072;3;$ 868.914,57;5,0%;$ 2.476.406,52;$ 1.970.316,00;$ 506.090,52
DET004804-1;VTA004804;PROD0143;1;$ 51.540,44;0,0%;$ 51.540,44;$ 35.896,00;$ 15.644,44
DET004804-2;VTA004804;PROD0102;1;$ 597.534,99;0,0%;$ 597.534,99;$ 390.845,00;$ 206.689,99
DET004805-1;VTA004805;PROD0132;1;$ 571.077,88;0,0%;$ 571.077,88;$ 438.168,00;$ 132.909,88
DET004805-2;VTA004805;PROD0086;2;$ 592.322,25;20,0%;$ 947.715,60;$ 775.996,00;$ 171.719,60
DET004805-3;VTA004805;PROD0013;1;$ 161.357,28;0,0%;$ 161.357,28;$ 107.638,00;$ 53.719,28
DET004806-1;VTA004806;PROD0114;3;$ 736.098,44;0,0%;$ 2.208.295,32;$ 1.559.022,00;$ 649.273,32
DET004806-2;VTA004806;PROD0141;1;$ 132.875,39;15,0%;$ 112.944,08;$ 104.292,00;$ 8.652,08
DET004807-1;VTA004807;PROD0113;1;$ 739.357,16;10,0%;$ 665.421,44;$ 513.076,00;$ 152.345,44
DET004808-1;VTA004808;PROD0158;1;$ 743.084,68;10,0%;$ 668.776,21;$ 532.236,00;$ 136.540,21
DET004809-1;VTA004809;PROD0002;1;$ 1.260.954,13;5,0%;$ 1.197.906,42;$ 862.953,00;$ 334.953,42
DET004810-1;VTA004810;PROD0116;2;$ 191.594,25;10,0%;$ 344.869,65;$ 305.204,00;$ 39.665,65
DET004811-1;VTA004811;PROD0064;1;$ 546.388,00;10,0%;$ 491.749,20;$ 356.495,00;$ 135.254,20
DET004812-1;VTA004812;PROD0085;1;$ 1.132.019,27;0,0%;$ 1.132.019,27;$ 693.641,00;$ 438.378,27
DET004812-2;VTA004812;PROD0123;1;$ 274.143,26;10,0%;$ 246.728,93;$ 213.165,00;$ 33.563,93
DET004812-3;VTA004812;PROD0035;1;$ 155.400,05;5,0%;$ 147.630,05;$ 103.762,00;$ 43.868,05
DET004813-1;VTA004813;PROD0070;1;$ 347.989,17;0,0%;$ 347.989,17;$ 235.608,00;$ 112.381,17
DET004813-2;VTA004813;PROD0054;1;$ 104.065,48;15,0%;$ 88.455,66;$ 70.807,00;$ 17.648,66
DET004813-3;VTA004813;PROD0032;2;$ 961.595,85;0,0%;$ 1.923.191,70;$ 1.179.260,00;$ 743.931,70
DET004814-1;VTA004814;PROD0034;1;$ 879.573,22;0,0%;$ 879.573,22;$ 647.511,00;$ 232.062,22
DET004815-1;VTA004815;PROD0094;2;$ 99.466,66;5,0%;$ 188.986,65;$ 150.938,00;$ 38.048,65
DET004816-1;VTA004816;PROD0082;1;$ 87.999,40;10,0%;$ 0,00;$ 57.158,00;$ 0,00
DET004817-1;VTA004817;PROD0094;1;$ 101.459,80;10,0%;$ 91.313,82;$ 75.469,00;$ 15.844,82
DET004818-1;VTA004818;PROD0176;1;$ 152.669,72;0,0%;$ 152.669,72;$ 110.906,00;$ 41.763,72
DET004818-2;VTA004818;PROD0178;1;$ 456.803,35;5,0%;$ 433.963,18;$ 339.334,00;$ 94.629,18
DET004818-3;VTA004818;PROD0038;1;$ 42.049,82;5,0%;$ 39.947,33;$ 32.241,00;$ 7.706,33
DET004819-1;VTA004819;PROD0060;1;$ 204.253,98;0,0%;$ 204.253,98;$ 140.684,00;$ 63.569,98
DET004820-1;VTA004820;PROD0008;1;$ 211.515,75;0,0%;$ 211.515,75;$ 150.976,00;$ 60.539,75
DET004821-1;VTA004821;PROD0051;1;$ 894.213,18;20,0%;$ 715.370,54;$ 673.237,00;$ 42.133,54
DET004822-1;VTA004822;PROD0172;1;$ 15.168,94;5,0%;$ 14.410,49;$ 10.241,00;$ 4.169,49
DET004823-1;VTA004823;PROD0070;1;$ 363.461,55;5,0%;$ 345.288,47;$ 235.608,00;$ 109.680,47
DET004824-1;VTA004824;PROD0091;1;$ 520.174,93;10,0%;$ 468.157,44;$ 399.240,00;$ 68.917,44
DET004825-1;VTA004825;PROD0170;2;$ 273.402,94;5,0%;$ 519.465,59;$ 373.536,00;$ 145.929,59
DET004826-1;VTA004826;PROD0172;1;$ 15.177,20;0,0%;$ 15.177,20;$ 10.241,00;$ 4.936,20
DET004827-1;VTA004827;PROD0102;1;$ 603.766,07;10,0%;$ 543.389,46;$ 390.845,00;$ 152.544,46
DET004828-1;VTA004828;PROD0092;1;$ 851.890,40;10,0%;$ 766.701,36;$ 641.913,00;$ 124.788,36
DET004829-1;VTA004829;PROD0028;1;$ 163.089,69;0,0%;$ 163.089,69;$ 108.655,00;$ 54.434,69
DET004830-1;VTA004830;PROD0174;2;$ 359.648,66;0,0%;$ 719.297,32;$ 570.544,00;$ 148.753,32
DET004831-1;VTA004831;PROD0113;1;$ 707.586,49;5,0%;$ 672.207,17;$ 513.076,00;$ 159.131,17
DET004831-2;VTA004831;PROD0018;1;$ 1.034.726,66;10,0%;$ 931.253,99;$ 738.346,00;$ 192.907,99
DET004832-1;VTA004832;PROD0137;2;$ 1.111.154,80;0,0%;$ 2.222.309,60;$ 1.429.994,00;$ 792.315,60
DET004833-1;VTA004833;PROD0105;2;$ 437.670,91;0,0%;$ 875.341,82;$ 593.468,00;$ 281.873,82
DET004834-1;VTA004834;PROD0084;1;$ 712.129,84;20,0%;$ 569.703,87;$ 531.420,00;$ 38.283,87
DET004834-2;VTA004834;PROD0098;1;$ 746.381,12;10,0%;$ 671.743,01;$ 466.619,00;$ 205.124,01
DET004835-1;VTA004835;PROD0127;4;$ 15.720,88;10,0%;$ 56.595,17;$ 47.344,00;$ 9.251,17
DET004836-1;VTA004836;PROD0020;1;$ 521.323,08;5,0%;$ 495.256,93;$ 405.246,00;$ 90.010,93
DET004837-1;VTA004837;PROD0114;1;$ 708.354,63;0,0%;$ 708.354,63;$ 519.674,00;$ 188.680,63
DET004838-1;VTA004838;PROD0144;3;$ 73.671,42;5,0%;$ 209.963,55;$ 157.281,00;$ 52.682,55
DET004839-1;VTA004839;PROD0151;1;$ 145.519,90;0,0%;$ 145.519,90;$ 107.564,00;$ 37.955,90
DET004840-1;VTA004840;PROD0028;1;$ 163.767,49;0,0%;$ 163.767,49;$ 108.655,00;$ 55.112,49
DET004841-1;VTA004841;PROD0171;1;$ 617.604,49;5,0%;$ 586.724,27;$ 453.851,00;$ 132.873,27
DET004842-1;VTA004842;PROD0176;1;$ 153.454,09;10,0%;$ 138.108,68;$ 110.906,00;$ 27.202,68
DET004843-1;VTA004843;PROD0026;2;$ 860.328,60;20,0%;$ 1.376.525,76;$ 1.221.582,00;$ 154.943,76
DET004843-2;VTA004843;PROD0116;1;$ 188.678,27;0,0%;$ 188.678,27;$ 152.602,00;$ 36.076,27
DET004844-1;VTA004844;PROD0150;3;$ 1.014.990,98;0,0%;$ 3.044.972,94;$ 2.173.242,00;$ 871.730,94
DET004844-2;VTA004844;PROD0120;1;$ 46.439,33;0,0%;$ 46.439,33;$ 35.319,00;$ 11.120,33
DET004845-1;VTA004845;PROD0005;1;$ 141.929,18;0,0%;$ 141.929,18;$ 110.594,00;$ 31.335,18
DET004845-2;VTA004845;PROD0176;1;$ 147.086,54;0,0%;$ 147.086,54;$ 110.906,00;$ 36.180,54
DET004846-1;VTA004846;PROD0021;1;$ 1.059.755,85;15,0%;$ 900.792,47;$ 752.620,00;$ 148.172,47
DET004847-1;VTA004847;PROD0093;1;$ 1.037.851,18;5,0%;$ 985.958,62;$ 682.026,00;$ 303.932,62
DET004848-1;VTA004848;PROD0048;2;$ 241.065,47;0,0%;$ 482.130,94;$ 310.296,00;$ 171.834,94
DET004849-1;VTA004849;PROD0047;1;$ 393.555,25;10,0%;$ 354.199,73;$ 310.546,00;$ 43.653,73
DET004850-1;VTA004850;PROD0061;2;$ 176.737,59;5,0%;$ 335.801,42;$ 214.636,00;$ 121.165,42
DET004850-2;VTA004850;PROD0131;1;$ 606.439,07;0,0%;$ 606.439,07;$ 440.483,00;$ 165.956,07
DET004851-1;VTA004851;PROD0164;3;$ 803.183,24;0,0%;$ 2.409.549,72;$ 1.714.971,00;$ 694.578,72
DET004852-1;VTA004852;PROD0129;4;$ 516.624,71;0,0%;$ 2.066.498,84;$ 1.453.208,00;$ 613.290,84
DET004852-2;VTA004852;PROD0087;1;$ 931.383,30;5,0%;$ 884.814,14;$ 689.150,00;$ 195.664,14
DET004852-3;VTA004852;PROD0124;3;$ 158.175,94;0,0%;$ 474.527,82;$ 371.511,00;$ 103.016,82
DET004853-1;VTA004853;PROD0046;1;$ 985.980,69;15,0%;$ 838.083,59;$ 689.522,00;$ 148.561,59
DET004853-2;VTA004853;PROD0160;3;$ 377.830,33;5,0%;$ 1.076.816,44;$ 795.432,00;$ 281.384,44
DET004854-1;VTA004854;PROD0095;1;$ 900.060,06;10,0%;$ 810.054,05;$ 580.006,00;$ 230.048,05
DET004855-1;VTA004855;PROD0055;3;$ 966.885,86;0,0%;$ 2.900.657,58;$ 1.935.402,00;$ 965.255,58
DET004856-1;VTA004856;PROD0103;1;$ 19.573,84;10,0%;$ 17.616,46;$ 12.993,00;$ 4.623,46
DET004856-2;VTA004856;PROD0011;2;$ 104.879,46;0,0%;$ 209.758,92;$ 135.804,00;$ 73.954,92
DET004857-1;VTA004857;PROD0058;1;$ 324.143,00;0,0%;$ 324.143,00;$ 240.456,00;$ 83.687,00
DET004858-1;VTA004858;PROD0140;1;$ 489.838,54;5,0%;$ 465.346,61;$ 340.381,00;$ 124.965,61
DET004858-2;VTA004858;PROD0092;1;$ 829.608,14;5,0%;$ 788.127,73;$ 641.913,00;$ 146.214,73
DET004859-1;VTA004859;PROD0045;1;$ 114.335,19;0,0%;$ 114.335,19;$ 77.926,00;$ 36.409,19
DET004860-1;VTA004860;PROD0058;3;$ 340.724,86;10,0%;$ 919.957,12;$ 721.368,00;$ 198.589,12
DET004860-2;VTA004860;PROD0175;1;$ 636.277,36;0,0%;$ 636.277,36;$ 518.531,00;$ 117.746,36
DET004861-1;VTA004861;PROD0158;3;$ 751.725,56;0,0%;$ 2.255.176,68;$ 1.596.708,00;$ 658.468,68
DET004862-1;VTA004862;PROD0091;1;$ 536.666,60;15,0%;$ 456.166,61;$ 399.240,00;$ 56.926,61
DET004863-1;VTA004863;PROD0154;1;$ 729.149,76;0,0%;$ 729.149,76;$ 497.066,00;$ 232.083,76
DET004863-2;VTA004863;PROD0108;1;$ 838.830,70;0,0%;$ 838.830,70;$ 564.006,00;$ 274.824,70
DET004864-1;VTA004864;PROD0045;1;$ 113.863,49;15,0%;$ 96.783,97;$ 77.926,00;$ 18.857,97
DET004865-1;VTA004865;PROD0140;1;$ 513.570,48;5,0%;$ 487.891,96;$ 340.381,00;$ 147.510,96
DET004866-1;VTA004866;PROD0128;1;$ 550.248,75;0,0%;$ 550.248,75;$ 430.197,00;$ 120.051,75
DET004867-1;VTA004867;PROD0114;1;$ 699.674,71;0,0%;$ 699.674,71;$ 519.674,00;$ 180.000,71
DET004867-2;VTA004867;PROD0070;1;$ 360.362,73;5,0%;$ 342.344,59;$ 235.608,00;$ 106.736,59
DET004868-1;VTA004868;PROD0176;1;$ 153.005,46;0,0%;$ 153.005,46;$ 110.906,00;$ 42.099,46
DET004869-1;VTA004869;PROD0044;1;$ 205.251,87;5,0%;$ 194.989,28;$ 138.314,00;$ 56.675,28
DET004870-1;VTA004870;PROD0071;2;$ 112.154,40;0,0%;$ 224.308,80;$ 160.278,00;$ 64.030,80
DET004870-2;VTA004870;PROD0068;2;$ 739.080,55;5,0%;$ 1.404.253,04;$ 918.068,00;$ 486.185,04
DET004871-1;VTA004871;PROD0029;1;$ 599.521,95;5,0%;$ 569.545,85;$ 481.869,00;$ 87.676,85
DET004872-1;VTA004872;PROD0159;1;$ 759.077,22;5,0%;$ 721.123,36;$ 535.252,00;$ 185.871,36
DET004872-2;VTA004872;PROD0002;2;$ 1.249.237,01;0,0%;$ 2.498.474,02;$ 1.725.906,00;$ 772.568,02
DET004873-1;VTA004873;PROD0148;1;$ 71.428,61;0,0%;$ 71.428,61;$ 54.971,00;$ 16.457,61
DET004873-2;VTA004873;PROD0023;3;$ 1.102.258,27;0,0%;$ 3.306.774,81;$ 2.597.724,00;$ 709.050,81
DET004874-1;VTA004874;PROD0084;1;$ 677.941,52;0,0%;$ 677.941,52;$ 531.420,00;$ 146.521,52
DET004875-1;VTA004875;PROD0178;1;$ 442.175,79;0,0%;$ 442.175,79;$ 339.334,00;$ 102.841,79
DET004875-2;VTA004875;PROD0008;3;$ 217.698,39;0,0%;$ 653.095,17;$ 452.928,00;$ 200.167,17
DET004876-1;VTA004876;PROD0144;2;$ 73.456,08;0,0%;$ 146.912,16;$ 104.854,00;$ 42.058,16
DET004877-1;VTA004877;PROD0156;2;$ 374.591,42;0,0%;$ 749.182,84;$ 575.220,00;$ 173.962,84
DET004878-1;VTA004878;PROD0177;2;$ 663.011,82;0,0%;$ 1.326.023,64;$ 889.332,00;$ 436.691,64
DET004878-2;VTA004878;PROD0011;1;$ 108.529,50;0,0%;$ 108.529,50;$ 67.902,00;$ 40.627,50
DET004878-3;VTA004878;PROD0127;1;$ 15.521,81;20,0%;$ 12.417,45;$ 11.836,00;$ 581,45
DET004879-1;VTA004879;PROD0105;3;$ 445.602,68;10,0%;$ 1.203.127,24;$ 890.202,00;$ 312.925,24
DET004879-2;VTA004879;PROD0052;1;$ 688.900,76;5,0%;$ 654.455,72;$ 459.664,00;$ 194.791,72
DET004880-1;VTA004880;PROD0013;1;$ 157.867,78;5,0%;$ 149.974,39;$ 107.638,00;$ 42.336,39
DET004881-1;VTA004881;PROD0180;1;$ 1.241.822,36;0,0%;$ 1.241.822,36;$ 869.947,00;$ 371.875,36
DET004882-1;VTA004882;PROD0010;1;$ 101.732,58;20,0%;$ 81.386,06;$ 75.474,00;$ 5.912,06
DET004883-1;VTA004883;PROD0156;2;$ 375.884,46;0,0%;$ 751.768,92;$ 575.220,00;$ 176.548,92
DET004883-2;VTA004883;PROD0103;2;$ 19.141,66;10,0%;$ 34.454,99;$ 25.986,00;$ 8.468,99
DET004884-1;VTA004884;PROD0117;1;$ 18.628,83;10,0%;$ 16.765,95;$ 13.971,00;$ 2.794,95
DET004885-1;VTA004885;PROD0002;3;$ 1.301.921,48;0,0%;$ 3.905.764,44;$ 2.588.859,00;$ 1.316.905,44
DET004886-1;VTA004886;PROD0108;1;$ 831.166,98;5,0%;$ 789.608,63;$ 564.006,00;$ 225.602,63
DET004886-2;VTA004886;PROD0065;1;$ 717.924,31;5,0%;$ 682.028,09;$ 571.581,00;$ 110.447,09
DET004886-3;VTA004886;PROD0156;1;$ 372.010,92;10,0%;$ 334.809,83;$ 287.610,00;$ 47.199,83
DET004887-1;VTA004887;PROD0093;1;$ 1.027.590,68;10,0%;$ 924.831,61;$ 682.026,00;$ 242.805,61
DET004888-1;VTA004888;PROD0115;1;$ 111.328,88;0,0%;$ 111.328,88;$ 89.196,00;$ 22.132,88
DET004889-1;VTA004889;PROD0049;2;$ 792.256,84;0,0%;$ 1.584.513,68;$ 1.105.876,00;$ 478.637,68
DET004890-1;VTA004890;PROD0081;3;$ 722.994,83;5,0%;$ 2.060.535,27;$ 1.437.036,00;$ 623.499,27
DET004891-1;VTA004891;PROD0136;1;$ 364.814,54;0,0%;$ 364.814,54;$ 246.220,00;$ 118.594,54
DET004892-1;VTA004892;PROD0179;1;$ 1.060.247,77;0,0%;$ 1.060.247,77;$ 668.181,00;$ 392.066,77
DET004892-2;VTA004892;PROD0058;1;$ 334.853,70;5,0%;$ 318.111,02;$ 240.456,00;$ 77.655,02
DET004892-3;VTA004892;PROD0092;1;$ 805.825,04;0,0%;$ 805.825,04;$ 641.913,00;$ 163.912,04
DET004893-1;VTA004893;PROD0020;1;$ 535.028,95;0,0%;$ 535.028,95;$ 405.246,00;$ 129.782,95
DET004893-2;VTA004893;PROD0128;2;$ 561.926,04;0,0%;$ 1.123.852,08;$ 860.394,00;$ 263.458,08
DET004894-1;VTA004894;PROD0077;1;$ 350.716,69;15,0%;$ 298.109,19;$ 219.048,00;$ 79.061,19
DET004894-2;VTA004894;PROD0064;1;$ 538.767,82;15,0%;$ 457.952,65;$ 356.495,00;$ 101.457,65
DET004895-1;VTA004895;PROD0012;1;$ 16.384,29;5,0%;$ 15.565,08;$ 11.308,00;$ 4.257,08
DET004896-1;VTA004896;PROD0092;1;$ 793.015,03;0,0%;$ 793.015,03;$ 641.913,00;$ 151.102,03
DET004897-1;VTA004897;PROD0084;1;$ 675.425,65;5,0%;$ 641.654,37;$ 531.420,00;$ 110.234,37
DET004898-1;VTA004898;PROD0152;1;$ 1.101.876,29;5,0%;$ 1.046.782,48;$ 677.588,00;$ 369.194,48
DET004898-2;VTA004898;PROD0157;1;$ 382.955,35;10,0%;$ 344.659,82;$ 258.927,00;$ 85.732,82
DET004898-3;VTA004898;PROD0113;1;$ 691.321,88;5,0%;$ 656.755,79;$ 513.076,00;$ 143.679,79
DET004899-1;VTA004899;PROD0078;1;$ 199.714,59;5,0%;$ 189.728,86;$ 131.031,00;$ 58.697,86
DET004899-2;VTA004899;PROD0082;1;$ 89.351,62;0,0%;$ 89.351,62;$ 57.158,00;$ 32.193,62
DET004900-1;VTA004900;PROD0061;2;$ 175.427,20;0,0%;$ 350.854,40;$ 214.636,00;$ 136.218,40
DET004901-1;VTA004901;PROD0116;1;$ 192.062,62;0,0%;$ 192.062,62;$ 152.602,00;$ 39.460,62
DET004902-1;VTA004902;PROD0150;1;$ 1.062.183,65;0,0%;$ 1.062.183,65;$ 724.414,00;$ 337.769,65
DET004902-2;VTA004902;PROD0137;3;$ 1.138.154,98;0,0%;$ 3.414.464,94;$ 2.144.991,00;$ 1.269.473,94
DET004903-1;VTA004903;PROD0177;1;$ 648.828,10;5,0%;$ 616.386,69;$ 444.666,00;$ 171.720,69
DET004904-1;VTA004904;PROD0032;1;$ 916.594,05;15,0%;$ 779.104,94;$ 589.630,00;$ 189.474,94
DET004905-1;VTA004905;PROD0144;1;$ 75.373,20;5,0%;$ 71.604,54;$ 52.427,00;$ 19.177,54
DET004906-1;VTA004906;PROD0072;2;$ 845.776,15;0,0%;$ 1.691.552,30;$ 1.313.544,00;$ 378.008,30
DET004907-1;VTA004907;PROD0047;4;$ 389.229,17;15,0%;$ 1.323.379,18;$ 1.242.184,00;$ 81.195,18
DET004908-1;VTA004908;PROD0021;1;$ 1.031.153,13;0,0%;$ 1.031.153,13;$ 752.620,00;$ 278.533,13
DET004908-2;VTA004908;PROD0094;1;$ 103.912,56;10,0%;$ 93.521,30;$ 75.469,00;$ 18.052,30
DET004908-3;VTA004908;PROD0023;3;$ 1.161.817,81;15,0%;$ 2.962.635,42;$ 2.597.724,00;$ 364.911,42
DET004909-1;VTA004909;PROD0105;1;$ 436.352,57;0,0%;$ 436.352,57;$ 296.734,00;$ 139.618,57
DET004909-2;VTA004909;PROD0013;1;$ 168.257,93;10,0%;$ 151.432,14;$ 107.638,00;$ 43.794,14
DET004910-1;VTA004910;PROD0037;1;$ 533.765,05;15,0%;$ 453.700,29;$ 399.021,00;$ 54.679,29
DET004910-2;VTA004910;PROD0021;1;$ 1.023.290,91;15,0%;$ 869.797,27;$ 752.620,00;$ 117.177,27
DET004911-1;VTA004911;PROD0014;1;$ 769.255,46;0,0%;$ 769.255,46;$ 494.014,00;$ 275.241,46
DET004912-1;VTA004912;PROD0098;2;$ 737.587,12;0,0%;$ 0,00;$ 933.238,00;$ 0,00
DET004913-1;VTA004913;PROD0096;1;$ 650.363,90;0,0%;$ 650.363,90;$ 409.389,00;$ 240.974,90
DET004914-1;VTA004914;PROD0023;1;$ 1.155.467,58;20,0%;$ 924.374,06;$ 865.908,00;$ 58.466,06
DET004915-1;VTA004915;PROD0170;3;$ 264.067,51;15,0%;$ 673.372,15;$ 560.304,00;$ 113.068,15
DET004915-2;VTA004915;PROD0156;1;$ 379.509,30;10,0%;$ 341.558,37;$ 287.610,00;$ 53.948,37
DET004916-1;VTA004916;PROD0177;4;$ 683.711,85;5,0%;$ 2.598.105,03;$ 1.778.664,00;$ 819.441,03
DET004917-1;VTA004917;PROD0160;1;$ 381.770,34;10,0%;$ 343.593,31;$ 265.144,00;$ 78.449,31
DET004917-2;VTA004917;PROD0038;1;$ 41.571,11;5,0%;$ 39.492,55;$ 32.241,00;$ 7.251,55
DET004918-1;VTA004918;PROD0037;1;$ 554.666,01;10,0%;$ 499.199,41;$ 399.021,00;$ 100.178,41
